index,class,tweet,clean_tweet
307,1,"""@adriwadrri: No love for these fuck niggas"" hoes*",no love for these fuck niggas hoes
308,1,"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers.",hot meat sexy as fuck scally lad i would love to meet him and his trainers
309,1,"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah.",sniff perved up scally lad fuck yeah
310,1,"""@alejandra_p13: These bitches love Sosa""",p13 these bitches love sosa
311,1,"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",8220 thunduh i legit watched it for about 30 or 40 seconds 128529 8221 so did i wtf prob cause were retarded smh
312,1,"""@allisonnamaya_: What should I name my cat, ideas?"" Mr pussy",what should i name my cat ideas mr pussy
313,1,"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",woof woof sexy thug boy scally
314,1,"""@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! You haven't called me",1nonlykeisha u see the damn phone ringing 128547 128530 128542 when you married bitches makes demands you haven t called me
315,1,"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe",tevin is my favorite sophomore i think he s so funny hes really not lmaoo hes a little hoe
316,1,"""@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0""naw this what u call fucking the soul outta bitch &#128557;",10 sex positions this what u call fucking the soul outta bitch 128557
317,0,"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",is bored supposed to be cute you faggot sometimes
318,2,"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",ceee one mans trash 128686 is another mans treasure 127942
319,1,"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype",i don t got no type bad bitches is the only thing i like iongotnotype
320,0,"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",thunduh lassen cc the coach wants me i feel it youll get more my nig no doubt
321,1,"""@bleedingtrap: god teeth , gold chain
white bitches , cocaine""",god teeth gold chain white bitches cocaine
322,1,"""@cheetahBluntz_: Its me hoe, its me hoe&#128129;"" shhhhh",its me hoe its me hoe 128129 shhhhh
323,1,"""@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe.",in d c we call them rollers in chiraq we call them thots all across america they have been known as a hoe
324,1,"""@clayton_jenn99: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie",jenn99 i m gonna miss that bitch of a bus driver no you won t don t lie
325,1,"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!",hate when bitches try and put you in the friendzone bitch i m tryin to score put me in the endzone 128293 128293 128293 on my soul
326,2,"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha",uk ashley young has tried to deny that bird s landed in his mouth gt hahaha
327,1,"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol",yall both gimped up ain t tht a bitch huh lol
328,2,"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof",south take me for a ride 128525 128139 woof woof
329,1,"""@demi_eggleton: oh my god I love Victoria Mitchell"" all my bitches love me",eggleton oh my god i love victoria mitchell all my bitches love me
330,1,"""@djsliime: That long distance shit wack I knew the bitch was cheating""- uh oh",that long distance shit wack i knew the bitch was cheating uh oh
331,1,"""@fIirting: HE'S DOING IT RIGHT &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC"" no bitches smh",he s doing it right 128525 128120 128158 no bitches smh
332,1,"""@fatboyswagg347: they BAN dat pussy for life &amp; he gotta pay 2.5 millon dollar fine""",they ban dat pussy for life amp he gotta pay 2 5 millon dollar fine
333,1,"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892",roses are red and violets are blue and niggers are black you know that s true
334,2,"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta",sitting on my window sill window open bird tries to fly in smacked it protecttheanimals
335,1,"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded",but a nigga gon be a nigga be a nigga you sound fuckin retarded
336,2,"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby",a video an entire media will likely mock i am such a crybaby
337,1,"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*",im angie i m not even shy stfu kikis mom hi angelique angelique smiles dips cracker in soup
338,1,"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;",gold tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh 128514 128514 128514 128514
339,1,"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""

*sips tea*",karma is a bitch damn godprotectshisangels 128588 sips tea
340,1,"""@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA"" fuck yeah",fuckin hot gym pussy fuck yeah
341,2,"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",jihadi patron hajjaj al ajmi is arrested at kuwait airport
342,1,"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on.""",you can call me fireman cause i turn the hoes on
343,1,"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God",i could never have a bby by a lil dick thts y i got a abortion by the last bitch oh my god
344,1,"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that",watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that
345,1,"""@iLGDaily: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?",and smoke weed in public fuck cops man do what you wanna do they don t own you run if they come are you retarded
346,2,"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",tweety bird tho 128514 128514 128514 128514
347,1,"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG""

Thotermelon",my pussy sweet like watermelon thotermelon
348,2,"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg""",when twitter rappers dm me their trash links
349,1,"""@jSadass: loud bitches annoy me""",loud bitches annoy me
350,1,"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu",eventually every bitch turns into that hoe truuu
351,1,"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy",i swear if oomf try talking to me tomorrow pussy
352,1,"""@jama_jam: You bitches be pretending to be TF crazy.."" You ain't never lied...",jam you bitches be pretending to be tf crazy you ain t never lied
353,1,"""@jasmyncyniquee: @white_thunduh k bye hoe"" um bye ..",thunduh k bye hoe um bye
354,0,"""@jayswaggkillah: Jackies a retard #blondeproblems"" At least I can make a grilled cheese!",jackies a retard blondeproblems at least i can make a grilled cheese
355,1,"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !""",ima keep on giving these pussy ass niggas ah reason to hate
356,2,"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven",photo he is in sole heaven
357,0,"""@jgabsss: Stacey Dash won &#128166; http://t.co/PDLG46rjOL"" baddest bitch evaaaa",stacey dash won 128166 baddest bitch evaaaa
358,1,"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;",side bitch sunday 128514 128514 128514 128514 128514 128514
359,1,"""@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg""

Lmao &#128553;&#128514;",eazy26 facts what baldheaded bitch made this shit 128074 128074 128555 128530 lmao 128553 128514
360,1,"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!",fuck wit us and then we tweakin hoe shmurda
361,2,"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook",we actin like it s the 7th day 128123 spook
362,1,"""@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it"" Savage",i ll break that lil bitch neck and won t even feel sorry about it savage
363,1,"""@leikant: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies",this is so fucking hot scally sneakersex sockfetish sniff trainersex love me some kinky scallies
364,1,"""@likemicah: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too.",y all dumb ass niggas be so pressed to have hoes y all weak as fuck as fuck weed over hoes oreos too
365,1,"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr""",i can turn yo bitch into a eaterrrrrrrrr
366,1,"""@lildurk_: I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn",i don t trust dese hoes nikki told 51st where i stay at all my fans screen shot asap we finna come to chiraq and shoot sumn
367,1,"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard",8220 thunduh aye yall ima tryout for the bowling team frfr 8221 tryouts passed tho no theres two more retard
368,1,"""@maybe6789: Now u got what u want bitch ! Enjoy it http://t.co/gLQzwtGMj9"" now this is a crazy party I would love to attend.",now u got what u want bitch enjoy it now this is a crazy party i would love to attend
369,2,"""@metroadlib: colored contacts in your eyes?
blinders on mine.
cause i can't see you at all."" Lmao",colored contacts in your eyes blinders on mine cause i can t see you at all lmao
370,1,"""@michelle_westt: Facts ""@POONsoaker: Only the dudes with hoes say they don't got hoes&#8221;"" @J_Austin12",westt facts only the dudes with hoes say they don t got hoes 8221 austin12
371,1,"""@midyWIDEY_: I'm rea start smacking bitches period !"" Bluffin at its best",i m rea start smacking bitches period bluffin at its best
372,1,"""@molssyo: Lifes a bitch, and then you die 
Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:",lifes a bitch and then you die thats why we get high cause you neva know when you re gonna go my sister is perfect
373,1,"""@molssyo: One of us is on drugs, and its me but you're still wrong &#128514; @currieburry"" hahahahahahah im a bitch sometimes (:",one of us is on drugs and its me but you re still wrong 128514 hahahahahahah im a bitch sometimes
374,1,"""@morgandaylee: I'm feeling pretty fuckin ghetto"" Smh",i m feeling pretty fuckin ghetto smh
375,2,"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",24 24 coleman2 swears i m 1 man easily easily behind austin nip
376,1,"""@obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fuck hahahahah",jrock this is a true ride or die bitch 128175 what the fuck hahahahah
377,2,"""@oldpicsarchive: H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT"" #History #Photography",h g wells and charlie chaplin history photography
378,1,"""@ortiz_jaylene: All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)",jaylene all i see is bruno s bitch ass on my twitter now wtf bruno s all that she sees drake voice
379,1,"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga",garza thunduh i m about to cool faggot chill tf is cool nigga
380,1,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf",garza thunduh i m so sure bitch frfr tf
381,1,"""@poppunksucks: Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet.",twitter is not a source of news broadcast you fucking retards it is when nbc abc cnn fox etc are all keeping quiet
382,1,"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD",got a couple bitches saying they know me but i 8217 ma let the money talk for me 128526 128076 and i m like wwyd
383,1,"""@realFORTES: Grudges are for weirdos""and bitches",grudges are for weirdos and bitches
384,2,"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn",i told mariam to but cigarettes for her birthday you also called me trash rn
385,2,"""@riananewman: @22EdHam brownies tonight"" what kind?!?!",brownies tonight what kind
386,1,"""@roLLYuP23: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol",no text back i don t give a fuck i ll text another bitch damn someone is hurt lol
387,1,"""@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!",iongi ummmmmm okay you got hoes from left to right 128514 128514 do yah thang
388,1,"""@royalswagg_: using y=mx+b to find the slope of that ass""",using y mx b to find the slope of that ass
389,2,"""@rugbysocklad: Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it",fit lads nice gear these scally lads n trainers would get it
390,1,"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear",hell yeah bro fuck yeah sexy scally lad in hot gear
391,1,"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah",helping out a mate i love scally play fuck yeah
392,1,"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too.",lads being lads fuck yeah i love scally lad action hot trainers too
393,1,"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;""",twotone next year bitches is gonna be like you gotta promise you won t expose me 128514 128514 128557
394,1,"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker",8220 so hot rt lick it bitch fuck yeah eat that trainer u dirty fucker
395,1,"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is""",8220 cincokilby y all think celebrity pussy different from the locals 128514 8221 yeah meghan goods is
396,2,"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",yongguk i saw an ajumma walk out in the beginning saying wow this is so trash that i can t even listen to it 128514 lmaoo
397,1,"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks",need these sox fuck yeah i love a kinky scally lad w rank sox and sneaks
398,1,"""@snoleezey801: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii.....",i don t ever expose females like that that s childish bitch nigga shiiii
399,1,"""@socass_: ""@00sexilexi00: @socass_ yasss""

*trys new things with bestfriend*""

*bitch who do you love*",yasss trys new things with bestfriend bitch who do you love
400,2,"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT",dude remember this wop video omg where did you find that
401,1,"""@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout.",thick raw fuck damn his man pussy is getting a workout
402,2,"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",rawr rt my sexy french scally i love him frenchscally sexy scally woof woof
403,1,"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;",nothin in life is free some of you bitches need to write that on ya panties 128557 128514
404,1,"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha",if one of you bitches want some of my burrito u can catch me at potosino huh haha
405,1,"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;",niggas whole hoes out here cuz couldn t had said it better 128588
406,1,"""@theaveragerocks: Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches""",hardcore way to eat mac and cheese 1 boil water 2 snort cheese powder 3 drink boiling water 4 fuck bitches
407,1,"""@thebravebird: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there",yourenotmytype if my fade is perpetually fresher than yours that s a real ass bitch rite there
408,1,"""@thejudyann: annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!",annoying bitch that i love judyann s so pretty
409,1,"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies",lmao bitch got on some huggies
411,1,"""@trestiffer: Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP",hi bitch no bitch bye bitch
412,1,"""@trutherbot: does he look like a bitch?"" @el_capacitor",does he look like a bitch capacitor
413,1,"""@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;",chase money 128176 not 128581 hoes 128111 128175 128175 58399 58399 58399 58399
414,1,"""@whooligan__: can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*",can t stand a i don t know what i want ass nigga 128564 bitch
415,1,"""@wiganzlad: ""@MarkyCrumb: ""@gmail_shorts: I'm on my way http://t.co/MqcZuXlbtT"" love a #chav""hot"" sexy scally fucker.",shorts i m on my way love a chav hot sexy scally fucker
416,1,"""@witmyRUDEass: These newly gay bitches don't kno how shit works""",these newly gay bitches don t kno how shit works
417,1,"""@witmyRUDEass: When a bitch don't want a real job they just become strippers lol"" lol.",when a bitch don t want a real job they just become strippers lol lol
418,1,"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch",awww meat meat in his feelins i ainn n my feelings bitch
419,1,"""@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;",i want snake bites my industrial piercin amp a tattoo dem hoe accessories dea 128064 128064 128056 9749
420,2,"""@worldtraveIs: Baby albino &#128034; http://t.co/2tYTQJ3fec"" @Meeeesh1395",baby albino 128034
421,1,"""@worldwarzee_: these hoes ain't loyal.""",these hoes ain t loyal
422,1,"""@xoxoclauudia: YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck",yassssss ordered chinese 128079 bitch you just ate tacos you fat fuck
423,1,"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch.",i made that bitch lunch bitches love lunch
424,1,"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;",a no brainer but as soon as this bitch gets rich in political power her views will change political whores
425,1,"""A pussy a day keeps the devil away"" -@DoperThanYola",a pussy a day keeps the devil away
426,1,"""Ain't that about a bitch""... What does that mean?",ain t that about a bitch what does that mean
427,1,"""All these bitches want a baby, I don't want no children.""",all these bitches want a baby i don t want no children
428,1,"""And bitch you must be lost"" &#128514;&#128514;",and bitch you must be lost 128514 128514
429,1,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do",baby i like being on your left side no bitch you can t be there cuz the street on that side and twitter said i ain t real if you do
430,2,"""Bae"" sounds like such a ghetto word. Use something else",bae sounds like such a ghetto word use something else
431,1,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself.",batter the wee cunt jewis y cos he fucked my ex emma isnt battering the girls i ve nailed ive moved on stop being a pussy n do it urself
432,1,"""Bleed out hoe!!!"" -Alexa",bleed out hoe alexa
433,1,"""Boolin' in the bando wit a few bitches""",boolin in the bando wit a few bitches
434,2,"""Brownies for my brownie"" I love this movie. &#128517;",brownies for my brownie i love this movie 128517
435,1,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday",but i need a bad bitch that s hotter than me might be the realist shit partynextdoor ever said that s how i be feelin everyday
436,1,"""By the way we do punch bitches.""",by the way we do punch bitches
437,1,"""Caesar is home"" RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;""",caesar is home rt 8220 so much this bitch looks like lets start with ape shit 8221 128557 128557
438,2,"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https://t.co/38GZ1jerPS",chinese maverick we were communicating comrade u know giving the imperialist yanks the birdie
439,1,"""Dad say hi to my snapchat"" 
Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;",dad say hi to my snapchat dad 9996 65039 9996 65039 duces bitch 128514 128514 128553 128553
440,1,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes""",do you believe these hoes are not in fact loyal i disagree with that i do believe they are in fact the loyalest bunch these hoes
441,1,"""Don't know no ugly bitches! Don't know no broke niggas!""--@Kevin_Gates",don t know no ugly bitches don t know no broke niggas gates
442,1,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd",don t make me make you fall in live with a nigga like meee the birds 1 amp 2 are my favorite songs by weeknd
443,0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",don t worry about the nigga you see worry about the nigga you don t see dat s da nigga fuckin yo bitch
444,1,"""Don't you ever give my pussy away. You keep it tight, alright?""",don t you ever give my pussy away you keep it tight alright
445,1,"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7",dropped a stack cause bitch i m on song called dope download the mixtape here
446,1,"""Dumb bitches do dumb things""",dumb bitches do dumb things
447,1,"""Eat the pussy like a real nigga hungry""",eat the pussy like a real nigga hungry
448,1,"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV",eff it let s go after the cripple
449,1,"""Everything look better with a bitch next to it""",everything look better with a bitch next to it
450,1,"""Facto @ShaunaSayomi: Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf""",facto who cares if you a hoe when your ass looks like this
451,1,"""For every bad bitch there is a nigga tired of fucking her""",for every bad bitch there is a nigga tired of fucking her
452,1,"""Foreign chick, no lie.. Man that bitch Beautiful""",foreign chick no lie man that bitch beautiful
453,1,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A",fresh nigga so you kno i need a clean bitch who kno i m working cuz i wanna see my team rich
454,1,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku""",fuck 5 0 i make my own rules suck my dragon balls bitch call me goku
455,2,"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T",generate ascii boxes with nodejs all i see is the ability to bring flappy bird in node via ascii tubes and bird
456,1,"""Get me that shit bitch you is fine bear""",get me that shit bitch you is fine bear
457,1,"""Get your ass back to Detroit ya fuckin' wigger!""",get your ass back to detroit ya fuckin wigger
458,1,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe""",girls that i dated its okay i ain t mad yo unless you stabbed me in the heart no love hoe
460,1,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please",how do you know my twitter password bitch please
461,1,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?""",have you seen my shows have you seen my hoes if i wasn t hot would they be so thick
462,1,"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",he a bitch for hitting that hoe 128514 128514 128514 128514 128514 128514 128514 128514 128514
463,1,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus",he married to a white woman lucky sum bitch uncle ruckus
464,1,"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;",he wanna be my nigga but i m just trinna be his savings account 128553 128514 128557 128514 128557 omg imma funny ass bitch man but that s real shit 128175
465,1,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone",her great grandmas a hoe her grandmas a hoe her moms and a hoe and she s a hoe it s a long line of hoes grandpa carl everyone
466,0,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",hey go look at that video of the man that found the kidnapped girls in ohio what a nigger shitmybosssays
467,1,"""Hey pussy you still there?""",hey pussy you still there
468,2,"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx",how about we draft all those gung ho folks and send them to afghanistan or other war zones so they can show their
469,1,"""How hotter than is it?"" ""A bitch.""",how hotter than is it a bitch
470,1,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em""",how u talking to hoes bout bro n em why you talking to hoes bout bro n em
471,1,"""How you doing, crazy bitch?"" is hilarious!",how you doing crazy bitch is hilarious
473,1,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog",i know my shoes dirty as fuck whatever bitch you don t have to call like negro one of the first things they look at is shoes dog
474,2,"""I am a thrill billy..with a hillbilly heart."" -@billyraycyrus. HAHAHAHAHA Jesus Murphy!",i am a thrill billy with a hillbilly heart hahahahaha jesus murphy
475,1,"""I call him my bitch"" @MaKennaM_",i call him my bitch
476,1,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa",i can t handle no liquor but these bitches can t handle meeedd chief sosa
477,1,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista",i don t chase after dudes i chase after bitches edgar bautista
478,1,"""I don't love these hoes, baby It's me and you forever""",i don t love these hoes baby it s me and you forever
479,1,"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;",i dont even need a picture of tamar that bitch is beat in every picture 128514 128557 128514 128514 128514
480,1,"""I dont have hoes"" &#128564;",i dont have hoes 128564
481,2,"""I found a new way to chug you have to open your mouth alot"" #shitallysays",i found a new way to chug you have to open your mouth alot shitallysays
482,1,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her""",i fucking hate that bitch so much i wanna smack her in the face then tongue kiss her
483,1,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi""",i got a bitch set it off like jada picket queen latifah you riding round with your nieces bitch you titi
484,1,"""I got a sister, she told me stop calling women bitches..""",i got a sister she told me stop calling women bitches
485,1,"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!",i guess this is the night bitches die stewie is that nigga
486,1,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir",i had a bitch that had a bitch had the bitch eating halibut freshrhymes jerksquad slowstir
487,1,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably",i have this lady love she s married but i still wanna bang her she won t have sex with me what a bitch a troubadour probably
488,1,"""I heard you was looking for Candy Man, bitch""",i heard you was looking for candy man bitch
489,1,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams @LetMicahDown",i hope you don t get mad ladies i only call you bitches bitches bc i don t know your names individually katt williams
490,1,"""I just got a number 3 I'm a bitch boy""",i just got a number 3 i m a bitch boy
